Station Name,Date (Local Standard Time),Air Temp. Min. (°C),Air Temp. Max. (°C),Air Temp. Avg. (°C),Humidity Avg. (%),Precip. Accumulated (mm),Precip. (mm),Wind Speed 2 m Avg. (km/h),Wind Speed 10 m Avg. (km/h),Wind Dir. 10 m Avg. (°),Precip. Long Term (mm),Air Temp. Avg. Long Term (°C),Air Temp. Avg. Min. Long Term (°C),Air Temp. Avg. Max. Long Term (°C),Growing Degree Days Long Term (base 5°C) (GDD),Corn Heat Units Long Term (CHU),Frost Probability 0°C (%),ET. Std-Grass (mm),Growing Degree Days (base 5°C) (GDD),Corn Heat Units (CHU),Potato Heat Units (PHU)
Vauxhall CDA CS,2005-05-31,4.783,21.51,14.829,54.387,33.906,2.54,,7.053,146.477,71.1,13.7,6.7,20.8,275.2,253.5,5.3,,286.334,488.563,210.131
Vauxhall CDA CS,2005-06-01,8.08,17.5,13.014,78.122,34.156,0.25,,3.935,134.411,72,14.1,6.7,21.6,284.3,267.8,5.3,,294.124,502,215.902
Vauxhall CDA CS,2005-06-02,10.96,15.7,12.432,95.935,54.476,20.32,,8.579,236.773,74.3,14.8,7.4,22.1,294.1,283.1,5.3,,302.454,516.03,222.629
Vauxhall CDA CS,2005-06-03,11.16,16.08,12.81,91.35,56.006,1.53,,6.233,199.59,76.8,14.7,7.7,21.7,303.8,298.7,5.3,,311.074,530.685,229.57
Vauxhall CDA CS,2005-06-04,9.96,19.06,14.045,83.256,58.036,2.03,6.389,1.518,213.907,78.4,15.2,7.8,22.6,314,314.8,5.3,3.211,320.584,547.326,236.74
Vauxhall CDA CS,2005-06-05,11.63,19.26,14.771,84.519,58.796,0.76,9.95,2.805,98.464,80,15.4,8.2,22.5,324.4,331.3,5.3,3.404,331.029,565.65,244.683
Vauxhall CDA CS,2005-06-06,10.48,13.11,11.329,96.787,84.446,25.65,,3.657,53.058,82.7,14.3,7.7,20.9,333.7,346.4,5.3,,337.824,575.894,250.221
Vauxhall CDA CS,2005-06-07,8.56,12.88,10.355,92.807,116.956,32.51,,4.788,79.343,84.8,15.6,8.9,22.4,344.3,363.8,5.3,,343.544,584.085,254.543
Vauxhall CDA CS,2005-06-08,7.46,12.4,9.551,95.144,116.956,0,,3.098,66.57,88.6,14.7,7.9,21.4,354,379.8,5.3,,348.474,590.593,257.932
Vauxhall CDA CS,2005-06-09,8.83,15.21,11.8,87.644,122.876,5.92,,0.818,145.743,90.2,14.7,7.9,21.6,363.7,395.7,3.5,,355.494,602.114,263.362
Vauxhall CDA CS,2005-06-10,7.36,22.51,14.656,74.985,123.006,0.13,,1.64,211.267,92.5,14.6,7.9,21.3,373.3,411.3,3.5,,365.429,619.035,269.881
Vauxhall CDA CS,2005-06-11,8.67,22.39,15.323,74.277,123.076,0.07,,1.543,186.747,94.1,14.9,7.9,21.8,383.2,427.7,3.5,,375.959,637.059,277.04
Vauxhall CDA CS,2005-06-12,7.47,17.2,12.587,93.228,143.396,20.32,,3.099,206.023,96.9,14.9,8,21.8,393.1,444.2,1.8,,383.294,649.633,282.359
Vauxhall CDA CS,2005-06-13,9.88,19.35,13.889,73.787,148.526,5.13,,5.387,257.44,99.5,15.3,8.6,22,403.4,461,0,,392.909,666.461,289.556
Vauxhall CDA CS,2005-06-14,6.667,21.16,14.214,63.986,148.756,0.23,,3.153,224.85,102.1,15.1,8.2,21.9,413.5,477.8,0,,401.822,681.852,295.565
Vauxhall CDA CS,2005-06-15,8.68,20.31,15.12,56.522,148.756,0,,6.728,247.478,105,15.5,8.6,22.3,424,494.7,0,,411.317,698.406,302.382
Vauxhall CDA CS,2005-06-16,4.902,22.19,14.955,71.38,159.196,10.44,,2.148,88.34,108.1,15.8,8.9,22.7,434.8,512.3,0,,419.863,712.913,308.105
Vauxhall CDA CS,2005-06-17,10.13,17.32,13.533,95.415,188.606,29.41,,3.134,91.301,110.9,16.1,9,23.2,445.9,530.3,0,,428.588,728.007,314.913
Vauxhall CDA CS,2005-06-18,8.69,20.6,13.79,75.236,189.116,0.51,,6.042,274.529,113.2,16,9,23,456.9,548.2,0,,438.233,744.798,321.794
Vauxhall CDA CS,2005-06-19,5.645,23.25,15.323,68.37,189.146,0.03,,4.798,243.433,115.4,16,8.8,23.1,467.9,566,0,,447.681,760.606,327.879
Vauxhall CDA CS,2005-06-20,7.63,25.15,17.702,65.89,189.216,0.07,,1.939,189.498,117.1,15.9,8.8,23,478.8,583.7,0,,459.071,779.098,334.7
Vauxhall CDA CS,2005-06-21,10.37,30.35,20.51,76.069,189.346,0.13,,1.669,171.777,119.4,16.4,9.3,23.6,490.2,602.2,0,,474.431,800.96,341.683
Vauxhall CDA CS,2005-06-22,12.86,28.12,21.571,59.093,214.386,25.04,,5.157,235.894,122.3,16.6,9.7,23.5,501.8,620.7,0,,489.921,824.954,349.868
Vauxhall CDA CS,2005-06-23,9.65,19.75,14.053,70.632,215.666,1.28,,5.244,215.021,123.3,16.5,9.3,23.8,513.3,639.3,0,,499.621,841.92,357.043
Vauxhall CDA CS,2005-06-24,6.411,20.72,14.438,70.574,216.546,0.88,,1.842,123.398,125.1,16.6,9.6,23.7,524.9,657.9,0,,508.186,856.752,362.885
Vauxhall CDA CS,2005-06-25,9.19,23.147,14.969,77.661,217.896,1.35,,6.019,196.635,126.7,16.8,9.2,24.4,536.7,676.7,0,,519.355,875.694,370.354
Vauxhall CDA CS,2005-06-26,8.29,19.23,14.24,77.832,218.126,0.23,,2.809,158.537,128.2,17,9.5,24.4,548.7,695.6,0,,528.115,890.985,376.721
Vauxhall CDA CS,2005-06-27,10.1,18.22,14.095,88.867,218.786,0.66,,1.228,87.336,129.8,16.9,9.9,23.8,560.6,714.8,0,,537.275,906.963,383.755
Vauxhall CDA CS,2005-06-28,11.18,14.8,12.523,95.262,257.926,39.14,,5.376,201.722,132.2,17,9.7,24.4,572.6,733.9,0,,545.265,920.089,390.29
Vauxhall CDA CS,2005-06-29,11.22,20.42,15.2,80.742,259.956,2.03,,4.802,246.193,135.6,16.7,9.9,23.5,584.3,752.4,0,,556.085,939.017,398.278
Vauxhall CDA CS,2005-06-30,9.44,25.694,17.78,74.919,259.956,0,,7.076,199.243,138.1,16.7,9.8,23.6,596,771,0,,568.652,959.338,405.868
Vauxhall CDA CS,2005-07-01,11.58,26.36,19.266,68.851,260.466,0.51,,2.741,246.396,139.7,16.8,9.5,24.1,607.8,790.1,0,,582.622,981.798,414.13
Vauxhall CDA CS,2005-07-02,11.18,19.84,15.508,78.153,260.716,0.25,,3.221,207.436,141.1,17.2,9.8,24.7,620,809.7,0,,593.132,"1,000.22",422
Vauxhall CDA CS,2005-07-03,7.91,23.32,16.181,65.945,260.976,0.26,,2.924,233.866,141.8,17.3,9.4,25.1,632.3,829.2,0,,603.747,"1,018.10",428.885
Vauxhall CDA CS,2005-07-04,8.62,26.08,18.368,65.659,260.976,0,,2.649,208.165,142.7,17.8,10.3,25.3,645.1,849.3,0,,616.097,"1,037.81",436.117
Vauxhall CDA CS,2005-07-05,9.97,28.15,19.896,70.975,260.976,0,,2.303,207.354,144.1,17.8,10.6,25.1,657.9,869.7,0,,630.157,"1,059.21",443.566
Vauxhall CDA CS,2005-07-06,13.72,29.37,21.414,60.781,261.226,0.25,,6.149,235.954,144.7,17.8,10.3,25.3,670.7,889.9,0,,646.702,"1,084.09",451.44
Vauxhall CDA CS,2005-07-07,11.51,25.96,19.298,61.944,261.226,0,,3.894,235.629,146.1,17.7,10.1,25.3,683.4,910.1,0,,660.437,"1,106.37",459.73
Vauxhall CDA CS,2005-07-08,9.73,30.46,20.88,58.33,261.226,0,,4.143,228.519,147.4,18.9,11,26.9,697.3,931.5,0,,675.532,"1,127.65",466.539
Vauxhall CDA CS,2005-07-09,12.29,20.74,17.556,66.161,261.226,0,,4.497,234.769,148.6,18.6,10.8,26.5,710.9,952.4,0,,687.047,"1,147.79",474.981
Vauxhall CDA CS,2005-07-10,10.19,23.87,16.755,65.099,261.226,0,,3.457,278.569,150,18.3,11.2,25.5,724.2,973.3,0,,699.077,"1,168.01",482.899
Vauxhall CDA CS,2005-07-11,9.29,25.84,18.507,58.986,261.226,0,,4.658,248.438,150.6,18.2,10.4,26,737.4,994,0,,711.642,"1,188.25",490.42
Vauxhall CDA CS,2005-07-12,10.18,32.48,21.41,66.416,261.486,0.26,,1.64,186.177,151.5,18.4,10.5,26.3,750.8,1014.8,0,,727.972,"1,209.65",497.056
Vauxhall CDA CS,2005-07-13,11.72,29.16,18.647,68.99,261.736,0.25,,4.373,257.46,153.7,18.1,10.7,25.6,763.9,1035.6,0,,743.412,"1,232.72",504.682
Vauxhall CDA CS,2005-07-14,9.5,26.45,18.121,64.514,261.996,0.26,,1.992,195.853,154.4,18.4,10.6,26.2,777.3,1056.3,0,,756.387,"1,253.34",512.236
Vauxhall CDA CS,2005-07-15,9.19,28.13,19.363,68.575,261.996,0,,2.647,199.196,155.2,18.3,10.3,26.3,790.6,1076.8,0,,770.047,"1,274.03",519.427
Vauxhall CDA CS,2005-07-16,13.13,21.25,15.809,89.269,264.526,2.53,,4.526,272.298,156,18.3,10.7,25.9,803.9,1097.4,0,,782.237,"1,295.30",528.212
Vauxhall CDA CS,2005-07-17,11.95,23.43,17.223,74.824,264.786,0.26,,4.851,305.408,157.1,18.3,10.8,25.8,817.2,1118.1,0,,794.927,"1,316.88",536.753
Vauxhall CDA CS,2005-07-18,9.31,29.38,19.577,65.815,265.296,0.51,,4.369,217.012,158.5,18.1,10.7,25.4,830.3,1138.5,0,,809.272,"1,337.80",543.674
Vauxhall CDA CS,2005-07-19,7.93,22.85,16.09,72.18,265.296,0,,3.742,117.349,159.3,18.3,10.3,26.3,843.6,1159,0,,819.662,"1,355.43",550.525
Vauxhall CDA CS,2005-07-20,12.1,29.36,19.899,70.613,269.356,4.06,,3.196,171.762,160,18.8,10.4,27.2,857.4,1180,0,,835.392,"1,378.86",558.156
Vauxhall CDA CS,2005-07-21,10.82,25.18,18.069,74.331,269.356,0,,3.697,141.748,160.4,18.9,10.6,27.3,871.3,1201,0,,848.392,"1,400.23",566.284
Vauxhall CDA CS,2005-07-22,13.06,28.97,20.317,76.663,269.606,0.25,,3.075,187.137,160.9,19.3,11.1,27.4,885.6,1222.6,0,,864.407,"1,424.50",574.223
Vauxhall CDA CS,2005-07-23,15.58,27.86,21.789,49.958,269.606,0,,5.054,252.195,162.1,19.2,11,27.3,899.8,1244.2,0,,881.127,"1,450.90",582.839
Vauxhall CDA CS,2005-07-24,9.07,19.87,13.522,78.513,269.606,0,,3.638,81.966,163.2,18.9,11.1,26.8,913.7,1265.7,0,,890.597,"1,467.44",589.758
Vauxhall CDA CS,2005-07-25,7.46,21.29,14.653,68.481,269.606,0,,1.78,233.001,164.9,18.7,11,26.3,927.4,1286.8,0,,899.972,"1,483.64",596.134
Vauxhall CDA CS,2005-07-26,9.77,26.05,17.243,63.708,269.606,0,,1.216,171.943,166.1,18.9,10.4,27.4,941.3,1307.9,0,,912.882,"1,504.38",603.825
Vauxhall CDA CS,2005-07-27,9.91,24.59,17.943,67.112,269.606,0,,0.707,134.462,166.3,19.5,11.1,27.8,955.8,1329.7,0,,925.132,"1,524.69",611.637
Vauxhall CDA CS,2005-07-28,9.92,30.56,20.445,58.91,269.606,0,,2.388,140.579,168.1,19.7,11.2,28.1,970.5,1351.7,0,,940.372,"1,546.13",618.487
Vauxhall CDA CS,2005-07-29,11.58,32.86,21.327,65.584,269.606,0,,3.458,230.403,169.2,19.3,11.3,27.3,984.8,1373.6,0,,957.592,"1,568.71",625.266
Vauxhall CDA CS,2005-07-30,11.21,32.54,21.353,64.24,269.606,0,,3.31,229.397,169.8,18.5,10.8,26.1,998.3,1394.4,0,,974.467,"1,591.03",632.068
Vauxhall CDA CS,2005-07-31,9.84,34.4,23.29,42.02,269.866,0.26,,3.621,220.977,171.5,18.6,10.4,26.9,1011.9,1415.2,0,,991.587,"1,611.55",638.225
Vauxhall CDA CS,2005-08-01,13.22,33.61,23.855,52.476,269.866,0,,3.782,218.806,172.9,18.9,10.8,27,1025.8,1435.9,0,,"1,010.00","1,635.38",644.925
Vauxhall CDA CS,2005-08-02,10.38,27.69,18.832,61.893,269.866,0,,3.659,183.018,173.6,18.9,10.9,26.9,1039.7,1457.2,0,,"1,024.04","1,657.08",652.6
Vauxhall CDA CS,2005-08-03,7.45,25.31,16.801,63.586,269.866,0,,2.273,161.494,175,18.5,10.7,26.2,1053.2,1477.7,0,,"1,035.42","1,675.47",659.335
Vauxhall CDA CS,2005-08-04,6.346,31.96,20.201,56.567,269.866,0,,2.854,199.179,177.6,19.1,10.7,27.5,1067.3,1498.7,0,,"1,049.57","1,693.53",665.124
Vauxhall CDA CS,2005-08-05,8.52,32.85,21.278,53.554,269.866,0,,1.987,229.036,178.5,19.5,11.4,27.7,1081.8,1520.1,0,,"1,065.26","1,713.35",671.318
Vauxhall CDA CS,2005-08-06,11.34,31.11,20.548,59.004,269.866,0,,2.834,215.241,179.4,19.2,11.2,27.3,1096,1541.6,0,,"1,081.48","1,736.03",678.406
Vauxhall CDA CS,2005-08-07,11.47,26.24,19.255,65.247,269.866,0,,4.852,153.703,180.9,18.7,10.5,26.9,1109.7,1562.3,0,,"1,095.34","1,758.36",686.652
Vauxhall CDA CS,2005-08-08,12.87,24.369,17.457,64.764,269.866,0,,5.946,80.796,182.3,18.2,10.8,25.6,1122.9,1582.9,0,,"1,108.95","1,781.23",695.456
Vauxhall CDA CS,2005-08-09,12.8,20.35,15.936,81.675,271.646,1.78,,2,138.306,183,18.4,10,26.8,1136.3,1603.1,0,,"1,120.53","1,801.52",704.019
Vauxhall CDA CS,2005-08-10,9.66,15.62,11.867,94.659,276.726,5.08,,2.679,86.877,184.1,18.5,10.2,26.8,1149.8,1623.5,0,,"1,128.17","1,814.29",710.057
Vauxhall CDA CS,2005-08-11,8.46,20.3,14.833,75.538,278.246,1.52,,3.712,307.921,185.2,18.1,10,26.2,1162.9,1643.5,0,,"1,137.55","1,830.64",716.759
Vauxhall CDA CS,2005-08-12,5.927,15.38,11.509,81.87,278.246,0,,4.108,184.599,186.4,18.3,10,26.6,1176.2,1663.6,0,,"1,143.20","1,839.75",720.749
Vauxhall CDA CS,2005-08-13,1.503,21.45,11.969,70.141,278.496,0.25,,2.222,229.079,187.1,17.8,10,25.5,1189,1683.4,0,,"1,149.68","1,853.31",725.201
Vauxhall CDA CS,2005-08-14,6.405,23.92,14.996,75.478,278.496,0,,1.881,160.867,188.7,18,9.9,26.1,1202,1702.8,0,,"1,159.84","1,870.15",731.538
Vauxhall CDA CS,2005-08-15,9.55,21.79,15.317,79.94,278.496,0,,2.509,101.155,190.6,17.9,9.7,26.1,1214.9,1722.4,0,,"1,170.51","1,888.58",739.027
Vauxhall CDA CS,2005-08-16,5.776,17.23,12.174,86.36,278.496,0,,3.287,148.332,192,17.6,9.9,25.4,1227.5,1741.8,0,,"1,177.02","1,899.66",743.661
Vauxhall CDA CS,2005-08-17,9.1,13.19,11.248,98.529,278.496,0,,3.319,205.47,192.3,17.6,9.3,25.9,1240.1,1761.2,0,,"1,183.16","1,908.78",748.447
Vauxhall CDA CS,2005-08-18,5.975,18.26,11.131,73.141,279.516,1.02,,2.892,236.913,192.7,17.8,9.3,26.3,1252.9,1780.5,0,,"1,190.28","1,921.08",753.49
Vauxhall CDA CS,2005-08-19,4.667,23.67,14.454,66.891,279.776,0.26,,1.952,217.752,194.3,17.6,9.4,25.7,1265.5,1800.1,0,,"1,199.45","1,936.23",759.368
Vauxhall CDA CS,2005-08-20,5.041,29.63,18.326,58.311,279.776,0,,2.01,185.824,194.9,17.3,9.3,25.3,1277.8,1819.3,0,,"1,211.78","1,953.31",765.103
Vauxhall CDA CS,2005-08-21,8.07,32.5,20.695,55.434,280.536,0.76,,4.011,221.758,196,17.7,9.3,26.1,1290.5,1838.8,0,,"1,227.07","1,972.81",771.222
Vauxhall CDA CS,2005-08-22,10.71,20.5,16.378,70.801,280.786,0.25,,3.094,174.057,198.7,17.1,8.7,25.4,1302.6,1857.4,0,,"1,237.67","1,991.34",779.015
Vauxhall CDA CS,2005-08-23,8.18,18.89,12.255,87.668,280.786,0,,10.12,270.478,199.4,17.2,8.8,25.5,1314.8,1875.9,0,,"1,246.21","2,006.23",785.236
Vauxhall CDA CS,2005-08-24,7.58,10.6,9.033,95.709,307.456,26.67,,10.803,292.272,200.6,16.6,8.5,24.8,1326.4,1893.8,0,,"1,250.30","2,010.07",787.798
Vauxhall CDA CS,2005-08-25,8.805,21.64,14.236,74.161,308.726,1.27,,5.269,284.842,201.3,16.9,8.7,25.2,1338.3,1912.2,1.8,,"1,260.52","2,027.73",794.92
Vauxhall CDA CS,2005-08-26,3.977,27.72,15.83,67.962,308.726,0,,3.135,225.71,202.2,16.4,8.3,24.6,1349.7,1930.1,1.8,,"1,271.37","2,044.05",800.705
Vauxhall CDA CS,2005-08-27,8.57,28.67,18.164,60.526,308.726,0,,4.148,244.629,202.7,16.9,8.3,25.4,1361.6,1948.5,1.8,,"1,284.99","2,064.24",807.557
Vauxhall CDA CS,2005-08-28,8.69,29.8,19.259,58.737,308.976,0.25,,2.978,208.04,203.9,16.1,8.1,24.2,1372.7,1966,1.8,,"1,299.23","2,084.61",814.151
Vauxhall CDA CS,2005-08-29,8.88,27.45,17.303,64.458,308.976,0,,4.259,232.83,204.3,16.2,8,24.5,1383.9,1983.4,1.8,,"1,312.40","2,104.90",821.346
Vauxhall CDA CS,2005-08-30,8.86,20.33,13.75,71.611,308.976,0,,2.379,257.121,205.2,15.5,7.8,23.3,1394.4,2000.1,1.8,,"1,321.99","2,121.64",828.257
Vauxhall CDA CS,2005-08-31,6.504,23.24,14.683,59.145,308.976,0,,4.724,271.051,206.3,15.4,7.3,23.6,1404.8,2016.4,1.8,,"1,331.86","2,138.21",834.555
Vauxhall CDA CS,2005-09-01,4.559,25.17,14.909,63.87,308.976,0,,1.743,193.468,207.5,15.5,7.3,23.7,1415.3,2033.1,1.8,,"1,341.73","2,153.95",840.521
Vauxhall CDA CS,2005-09-02,7.24,29.09,17.957,57.453,308.976,0,,2.348,184.494,208.2,15.2,6.9,23.4,1425.5,2049.2,3.5,,"1,354.89","2,172.98",846.759
Vauxhall CDA CS,2005-09-03,10.42,29.5,19.439,51.568,308.976,0,,4.23,280.712,209,15.3,6.9,23.6,1435.8,2065.5,5.3,,"1,369.85","2,194.90",853.962
Vauxhall CDA CS,2005-09-04,7.98,23.34,15.447,67.821,308.976,0,,2.98,193.77,210,14.9,6.8,22.9,1445.7,2081.2,5.3,,"1,380.51","2,212.86",860.883
Vauxhall CDA CS,2005-09-05,5.713,19.11,12.783,70.446,308.976,0,,4.245,263.552,210.8,14.7,6.9,22.5,1455.4,2096,5.3,,"1,387.93","2,225.72",866.099
Vauxhall CDA CS,2005-09-06,2.178,23.68,12.577,62.984,309.236,0.26,,1.58,165.064,212.5,14.3,6.3,22.2,1464.7,2111.1,8.8,,"1,395.85","2,240.64",871.252
Vauxhall CDA CS,2005-09-07,2.651,24.37,13.344,60.093,309.236,0,,1.894,198.341,214.3,13.2,5.7,20.8,1473,2124.8,10.5,,"1,404.37","2,255.89",876.64
Vauxhall CDA CS,2005-09-08,3.383,27.94,15.931,52.88,309.236,0,,2.613,238.573,215,13.6,5.4,21.7,1481.6,2138.8,10.5,,"1,415.03","2,272.24",882.274
Vauxhall CDA CS,2005-09-09,6.592,18.57,12.341,82.926,309.236,0,,5.111,215.428,215.9,13.1,5.5,20.8,1489.7,2152.1,10.5,,"1,422.61","2,285.40",887.607
Vauxhall CDA CS,2005-09-10,8.346,10.91,10.004,95.451,352.666,43.43,,15.221,181.129,217,13.7,5.5,21.9,1498.4,2166.2,12.3,,"1,427.24","2,290.43",890.85
Vauxhall CDA CS,2005-09-11,6.348,10.26,7.848,93.668,394.836,42.17,,6.601,288.718,219.2,12.7,5.2,20.1,1506.1,2178.9,21.1,,"1,430.54","2,292.61",892.534
Vauxhall CDA CS,2005-09-12,2.946,14.42,8.382,88.479,396.106,1.27,,3.345,255.982,220.1,12.2,5,19.5,1513.4,2191.3,22.8,,"1,434.22","2,299.15",895
Vauxhall CDA CS,2005-09-13,1.419,19.06,10.336,74.586,396.106,0,,3.01,238.529,220.6,11.7,4.3,19.2,1520.2,2203.4,29.8,,"1,439.46","2,310.79",898.661
Vauxhall CDA CS,2005-09-14,6.365,21.86,13.69,71.916,396.106,0,,3.609,222.544,221.9,12.2,4.2,20.3,1527.5,2215.6,31.6,,"1,448.57","2,326.40",904.725
Vauxhall CDA CS,2005-09-15,7.38,17.18,10.904,90.452,399.406,3.3,,1.918,122.819,222.8,12.3,4.2,20.4,1534.9,2227.8,31.6,,"1,455.85","2,338.87",909.984
Vauxhall CDA CS,2005-09-16,6.915,12.46,9.435,91.82,399.506,0.1,,2.027,36.539,223.9,12.2,4.5,19.9,1542.2,2239.9,36.8,,"1,460.54","2,344.98",913.053
Vauxhall CDA CS,2005-09-17,7.09,17.52,11.481,79.882,399.556,0.05,,1.174,179.288,225.2,11.5,4.4,18.6,1548.8,2250.7,42.1,,"1,467.85","2,357.54",918.245
Vauxhall CDA CS,2005-09-18,3.36,21.2,12.114,67.566,399.586,0.03,,3.189,241.508,226.2,11.1,3.7,18.5,1555,2261.3,47.4,,"1,475.13","2,370.92",923.274
Vauxhall CDA CS,2005-09-19,10.03,21.62,14.557,58.097,400.266,0.68,,6,190.577,227.2,10.8,3.5,18.2,1560.9,2271.8,56.1,,"1,485.95","2,389.66",930.951
Vauxhall CDA CS,2005-09-20,2.949,19.27,10.412,78.336,400.266,0,,1.643,188.881,229.5,10,3.2,16.8,1566,2281.1,59.6,,"1,492.06","2,401.49",935.27
Vauxhall CDA CS,2005-09-21,3.312,16.32,10.162,72.369,400.266,0,,0.837,204.815,231.6,10.1,2.5,17.7,1571.3,2290.8,64.9,,"1,496.88","2,410.34",938.632
Vauxhall CDA CS,2005-09-22,4.822,15.73,8.88,76.761,400.266,0,,2.829,198.947,232,11,2.9,19.2,1577.5,2301.9,64.9,,"1,502.15","2,418.88",942.348
Vauxhall CDA CS,2005-09-23,1.593,13.07,6.525,79.015,400.266,0,,1.858,264.834,232.6,11.3,2.9,19.7,1584,2313.5,71.9,,"1,504.49","2,423.59",944.18
Vauxhall CDA CS,2005-09-24,-2.15,14.53,6.052,75.285,400.266,0,,2.14,195.592,233.9,11.6,3.1,20.2,1590.8,2325.6,77.2,,"1,505.68","2,423.59",944.18
Vauxhall CDA CS,2005-09-25,-0.223,20.22,9.782,68.118,400.266,0,,2.882,241.342,235.8,11.5,3.5,19.5,1597.7,2337.2,77.2,,"1,510.67","2,423.59",944.18
Vauxhall CDA CS,2005-09-26,2.473,22.67,13.324,58.111,400.266,0,,6.668,240.008,236.8,10.4,3.2,17.6,1603.5,2347.7,78.9,,"1,518.25","2,423.59",944.18
Vauxhall CDA CS,2005-09-27,-0.206,11.41,6.301,82.008,400.266,0,,5.127,220.694,237.1,10.2,2.2,18.2,1609.1,2358,82.5,,"1,518.85","2,423.59",944.18
Vauxhall CDA CS,2005-09-28,-2.858,21.38,9.77,61.099,400.446,0.18,,5.533,210.754,237.6,10.9,2.8,19,1615.3,2369.5,84.2,,"1,523.11","2,423.59",944.18
Vauxhall CDA CS,2005-09-29,14.73,21.63,17.624,46.628,400.446,0,,8.309,256.842,238,11,2.7,19.3,1621.7,2380.6,87.7,,"1,536.29","2,423.59",944.18
Vauxhall CDA CS,2005-09-30,8.32,16.73,11.286,76.323,400.446,0,,4.795,193.504,238.6,10.2,2.7,17.7,1627.3,2391.2,89.5,,"1,543.81","2,423.59",944.18
Vauxhall CDA CS,2005-10-01,4.056,15.41,9.673,82.744,404.336,3.89,,3.964,198.831,239.1,9.6,1.9,17.4,1632.2,2400.9,89.5,,"1,548.55","2,423.59",944.18
Vauxhall CDA CS,2005-10-02,-0.072,11.76,5.577,85.299,404.356,0.02,,1.084,190.144,239.6,9.3,1.5,17.2,1636.9,2410,91.2,,"1,549.39","2,423.59",944.18
Vauxhall CDA CS,2005-10-03,0.415,7.44,3.542,78.761,404.356,0,,2.239,81.065,240.2,9,1.4,16.5,1641.1,2418.6,93,,"1,549.39","2,423.59",944.18
Vauxhall CDA CS,2005-10-04,-1.944,7.21,1.478,85.03,404.356,0,,1.75,69.017,240.5,8.4,0.9,15.9,1645,2426.8,98.2,,"1,549.39","2,423.59",944.18
Vauxhall CDA CS,2005-10-05,-1.726,9.72,3.686,86.638,404.356,0,,5.267,156.306,240.9,8.1,0.2,16,1648.7,2435.1,98.2,,"1,549.39","2,423.59",944.18
Vauxhall CDA CS,2005-10-06,-0.849,16.69,8.059,71.075,404.406,0.05,,5.348,215.504,241.9,9,0.8,17.3,1653.2,2444.9,100,,"1,552.31","2,423.59",944.18
Vauxhall CDA CS,2005-10-07,5.1,18.11,11.471,57.348,404.406,0,,7.838,236.614,242.6,8.8,1.2,16.4,1657.7,2453.9,100,,"1,558.92","2,423.59",944.18
Vauxhall CDA CS,2005-10-08,-2.416,14.94,5.833,71.496,404.406,0,,1.61,205.121,242.9,8.7,1,16.5,1662.1,2462.6,100,,"1,560.18","2,423.59",944.18
Vauxhall CDA CS,2005-10-09,-4.147,15.82,4.353,73.375,404.406,0,,1.437,205.233,243.2,7.9,-0.1,16,1665.9,2471.1,100,,"1,561.01","2,423.59",944.18
Vauxhall CDA CS,2005-10-10,-0.451,18.93,8.843,62.435,404.406,0,,7.224,188.992,243.8,7.6,-0.1,15.4,1669.4,2479.1,100,,"1,565.25","2,423.59",944.18
Vauxhall CDA CS,2005-10-11,0.196,14.66,9.562,57.045,404.406,0,,11.116,216.801,244.5,6.6,-0.2,13.5,1672.3,2485.5,100,,"1,567.68","2,423.59",944.18
Vauxhall CDA CS,2005-10-12,-1.94,15.049,7.582,65.982,404.406,0,,8.724,200.087,245,7.3,0.1,14.5,1675.4,2492.4,100,,"1,569.24","2,423.59",944.18
Vauxhall CDA CS,2005-10-13,2.318,18.15,12.117,53.402,404.406,0,,8.192,266.888,245.3,7.3,0,14.7,1678.5,2499.2,100,,"1,574.47","2,423.59",944.18
Vauxhall CDA CS,2005-10-14,-1.947,16.88,6.743,71.5,404.406,0,,2.713,191.931,246,6.7,-0.6,14.1,1681.1,2505.7,100,,"1,576.94","2,423.59",944.18
Vauxhall CDA CS,2005-10-15,5.59,23.23,13.505,54.592,404.586,0.18,,6.163,201.575,246.3,6.2,-0.6,13.1,1683.7,2511.3,100,,"1,586.35","2,423.59",944.18
Vauxhall CDA CS,2005-10-16,1.424,15.69,10.194,59.692,404.586,0,,6.536,160.825,247,6.4,-0.8,13.7,1686.5,2517.8,100,,"1,589.90","2,423.59",944.18
Vauxhall CDA CS,2005-10-17,5.732,16.31,11.921,65.676,404.586,0,,6.329,132.543,247.5,6.1,-1.1,13.3,1689,2523.7,100,,"1,595.93","2,423.59",944.18
Vauxhall CDA CS,2005-10-18,2.486,13.72,8.055,85.541,416.546,11.96,,3.877,184.747,248.1,6.1,-1.5,13.6,1691.2,2529.5,100,,"1,599.03","2,423.59",944.18
Vauxhall CDA CS,2005-10-19,2.503,16.8,9.118,84.781,416.826,0.28,,4.842,197.962,248.5,6.4,-1.4,14.2,1693.8,2536.3,100,,"1,603.68","2,423.59",944.18
Vauxhall CDA CS,2005-10-20,0.231,10.38,5.489,87.796,416.906,0.08,,4.457,236.402,248.9,6.4,-0.8,13.5,1696.4,2542.7,100,,"1,603.99","2,423.59",944.18
Vauxhall CDA CS,2005-10-21,-3.805,11.39,2.481,87.749,416.906,0,,0.789,129.881,249.7,5.9,-0.9,12.7,1698.8,2548.3,100,,"1,603.99","2,423.59",944.18
