Township,Date,Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Precip. Accumulated (mm),Humidity Avg. (%),Snow Water (mm),Estimated Incoming Rad. Total (MJ/m2)
T028R15W4,2016-02-04,-12.27,-3.21,0.0,2592.949999999986,81.41,18.01,5.38
T028R15W4,2016-02-05,-8.35,5.6,0.0,2592.949999999986,66.93,17.93,6.79
T028R15W4,2016-02-06,-3.25,4.28,0.0,2592.949999999986,62.22,17.83,5.08
T028R15W4,2016-02-07,-7.75,1.1,0.0,2592.949999999986,59.11,17.75,5.61
T028R15W4,2016-02-08,-8.81,7.99,0.0,2592.949999999986,67.4,17.65,7.87
T028R15W4,2016-02-09,-2.19,11.19,0.0,2592.949999999986,61.81,17.53,7.15
T028R15W4,2016-02-10,-3.3,4.54,0.0,2592.949999999986,89.85,16.85,5.57
T028R15W4,2016-02-11,-4.93,3.28,0.78,2593.7299999999864,93.96,17.69,5.8
T028R15W4,2016-02-12,-9.54,-4.21,2.05,2595.7799999999866,93.77,20.07,4.76
T028R15W4,2016-02-13,-7.9,4.09,0.2,2595.9799999999864,90.12,20.2,7.27
T028R15W4,2016-02-14,-4.62,5.98,0.0,2595.9799999999864,72.05,19.32,6.96
T028R15W4,2016-02-15,-3.99,4.56,0.0,2595.9799999999864,73.5,17.67,6.36
T028R15W4,2016-02-16,-4.11,6.05,0.0,2595.9799999999864,70.51,15.49,7.06
T028R15W4,2016-02-17,-4.47,4.25,0.0,2595.9799999999864,72.36,13.9,6.66
T028R15W4,2016-02-18,-2.51,4.58,4.59,2600.5699999999865,91.2,19.27,6.11
T028R15W4,2016-02-19,-8.5,1.96,6.74,2607.3099999999863,91.96,27.25,7.55
T028R15W4,2016-02-20,-13.05,-6.13,0.0,2607.3099999999863,86.38,27.16,6.25
T028R15W4,2016-02-21,-8.76,3.52,0.0,2607.3099999999863,77.55,27.03,8.47
T028R15W4,2016-02-22,-8.58,0.55,0.0,2607.3099999999863,71.45,26.91,7.43
T028R15W4,2016-02-23,-8.63,0.84,0.0,2607.3099999999863,63.76,26.78,7.7
T028R15W4,2016-02-24,-11.78,0.75,0.0,2607.3099999999863,68.45,26.66,9.01
T028R15W4,2016-02-25,-10.07,5.4,0.0,2607.3099999999863,72.41,26.52,10.18
T028R15W4,2016-02-26,-5.72,10.78,0.0,2607.3099999999863,61.31,26.35,10.69
T028R15W4,2016-02-27,-3.15,5.26,0.0,2607.3099999999863,77.08,23.69,7.76
T028R15W4,2016-02-28,-12.61,4.13,0.1,2607.409999999986,82.05,23.68,11.14
T028R15W4,2016-02-29,-15.15,-7.21,0.59,2607.9999999999864,84.56,24.28,7.8
T028R15W4,2016-03-01,-8.1,3.16,0.0,2607.9999999999864,82.11,23.37,9.44
T028R15W4,2016-03-02,-2.73,-0.61,1.79,2609.7899999999863,94.64,25.36,4.17
T028R15W4,2016-03-03,-3.16,9.88,0.0,2609.7899999999863,88.65,19.96,10.5
T028R15W4,2016-03-04,-5.88,2.53,0.0,2609.7899999999863,93.31,18.61,8.57
T028R15W4,2016-03-05,-2.25,12.58,0.0,2609.7899999999863,67.49,7.67,11.55
T028R15W4,2016-03-06,-1.5,4.23,0.7,2610.489999999986,81.92,6.83,7.3
T028R15W4,2016-03-07,-2.54,3.72,0.1,2610.589999999986,95.07,4.91,7.75
T028R15W4,2016-03-08,-3.69,0.01,0.2,2610.789999999986,96.98,4.96,6.05
T028R15W4,2016-03-09,-5.89,1.22,0.2,2610.9899999999857,96.41,5.08,8.51
T028R15W4,2016-03-10,-3.52,15.31,0.0,2610.9899999999857,69.07,0.0,14.06
T028R15W4,2016-03-11,0.43,12.53,0.0,2610.9899999999857,43.23,0.0,11.44
T028R15W4,2016-03-12,0.78,15.66,0.0,2610.9899999999857,53.9,0.0,12.88
T028R15W4,2016-03-13,-0.75,10.34,0.1,2611.0899999999856,52.53,0.0,11.28
T028R15W4,2016-03-14,-4.46,5.36,1.09,2612.1799999999857,79.26,0.0,10.77
T028R15W4,2016-03-15,-3.63,2.6,2.09,2614.269999999986,83.13,2.28,8.7
T028R15W4,2016-03-16,-6.08,4.81,0.0,2614.269999999986,65.28,0.0,11.67
T028R15W4,2016-03-17,-8.41,-0.88,0.7,2614.9699999999857,84.34,0.28,9.84
T028R15W4,2016-03-18,-10.17,0.67,0.1,2615.0699999999856,72.63,0.0,11.97
T028R15W4,2016-03-19,-9.55,9.25,0.0,2615.0699999999856,59.82,0.0,15.98
T028R15W4,2016-03-20,-6.54,10.21,0.0,2615.0699999999856,53.66,0.0,15.29
T028R15W4,2016-03-21,-4.93,0.71,0.5,2615.5699999999856,89.21,0.0,8.99
T028R15W4,2016-03-22,-6.8,-3.13,0.6,2616.1699999999855,90.47,0.12,7.35
T028R15W4,2016-03-23,-8.03,8.47,0.0,2616.1699999999855,76.22,0.0,15.79
T028R15W4,2016-03-24,-3.81,3.38,0.4,2616.5699999999856,84.19,0.0,10.56
T028R15W4,2016-03-25,-3.43,6.97,0.9,2617.4699999999857,85.31,0.0,12.86
T028R15W4,2016-03-26,-1.68,9.45,0.0,2617.4699999999857,60.09,0.0,13.47
T028R15W4,2016-03-27,-4.75,10.93,0.0,2617.4699999999857,57.62,0.0,16.19
T028R15W4,2016-03-28,-2.48,10.43,0.0,2617.4699999999857,76.08,0.0,14.87
T028R15W4,2016-03-29,-2.74,11.21,0.0,2617.4699999999857,61.73,0.0,15.64
T028R15W4,2016-03-30,1.11,12.02,0.0,2617.4699999999857,54.85,0.0,14.0
T028R15W4,2016-03-31,0.5,7.92,0.6,2618.0699999999856,69.26,0.0,11.67
T028R15W4,2016-04-01,-0.82,16.32,0.0,2618.0699999999856,55.22,0.0,17.96
T028R15W4,2016-04-02,0.52,21.42,0.0,2618.0699999999856,42.9,0.0,20.05
T028R15W4,2016-04-03,1.14,13.83,0.0,2618.0699999999856,49.46,0.0,15.8
T028R15W4,2016-04-04,-1.6,16.74,0.0,2618.0699999999856,63.55,0.0,19.21
T028R15W4,2016-04-05,0.57,13.41,0.0,2618.0699999999856,55.66,0.0,16.25
T028R15W4,2016-04-06,-0.05,14.46,0.0,2618.0699999999856,42.0,0.0,17.45
T028R15W4,2016-04-07,-3.89,14.88,0.0,2618.0699999999856,52.92,0.0,20.06
T028R15W4,2016-04-08,-1.57,21.73,0.0,2618.0699999999856,47.7,0.0,22.58
T028R15W4,2016-04-09,-3.31,14.11,0.0,2618.0699999999856,52.16,0.0,19.73
T028R15W4,2016-04-10,-9.1,6.52,0.0,2618.0699999999856,64.85,0.0,18.87
T028R15W4,2016-04-11,-7.32,15.81,0.0,2618.0699999999856,49.3,0.0,23.19
T028R15W4,2016-04-12,1.5,20.8,0.0,2618.0699999999856,47.94,0.0,21.39
T028R15W4,2016-04-13,2.82,16.64,0.0,2618.0699999999856,37.42,0.0,18.27
T028R15W4,2016-04-14,0.18,12.3,0.0,2618.0699999999856,62.42,0.0,17.28
T028R15W4,2016-04-15,-2.18,12.28,0.0,2618.0699999999856,55.97,0.0,19.05
T028R15W4,2016-04-16,-2.27,16.99,0.0,2618.0699999999856,57.03,0.0,22.18
T028R15W4,2016-04-17,-0.71,20.96,0.0,2618.0699999999856,48.05,0.0,23.74
T028R15W4,2016-04-18,2.02,20.88,0.0,2618.0699999999856,32.29,0.0,22.34
T028R15W4,2016-04-19,0.96,26.24,0.0,2618.0699999999856,30.56,0.0,26.08
T028R15W4,2016-04-20,4.48,17.03,0.0,2618.0699999999856,35.3,0.0,18.53
T028R15W4,2016-04-21,-0.82,21.69,0.0,2618.0699999999856,50.13,0.0,25.03
T028R15W4,2016-04-22,2.06,15.78,0.0,2618.0699999999856,52.12,0.0,19.7
T028R15W4,2016-04-23,0.52,5.62,1.44,2619.5099999999857,80.66,0.0,12.1
T028R15W4,2016-04-24,-0.61,1.49,6.49,2625.9999999999854,93.89,7.4,7.83
T028R15W4,2016-04-25,-1.15,0.1,9.27,2635.2699999999854,99.43,18.16,6.08
T028R15W4,2016-04-26,-1.9,4.24,0.62,2635.8899999999853,95.78,18.5,13.6
T028R15W4,2016-04-27,-3.86,10.88,0.1,2635.9899999999852,80.19,5.42,21.21
T028R15W4,2016-04-28,1.55,12.74,0.0,2635.9899999999852,67.79,0.0,18.62
T028R15W4,2016-04-29,0.06,12.19,0.0,2635.9899999999852,67.61,0.0,19.52
T028R15W4,2016-04-30,3.05,14.54,0.0,2635.9899999999852,62.71,0.0,19.13
T028R15W4,2016-05-01,1.41,21.05,0.0,2635.9899999999852,48.22,0.0,25.18
T028R15W4,2016-05-02,6.42,25.25,0.0,2635.9899999999852,38.46,0.0,24.82
T028R15W4,2016-05-03,7.11,27.61,0.0,2635.9899999999852,44.02,0.0,26.07
T028R15W4,2016-05-04,6.02,28.48,0.0,2635.9899999999852,36.07,0.0,27.46
T028R15W4,2016-05-05,3.54,15.34,0.0,2635.9899999999852,58.73,0.0,20.03
T028R15W4,2016-05-06,2.76,20.35,0.0,2635.9899999999852,46.66,0.0,24.6
T028R15W4,2016-05-07,3.84,25.13,0.0,2635.9899999999852,42.24,0.0,27.22
T028R15W4,2016-05-08,5.75,16.15,0.1,2636.089999999985,57.25,0.0,19.14
T028R15W4,2016-05-09,1.62,10.24,0.0,2636.089999999985,62.5,0.0,17.53
T028R15W4,2016-05-10,0.01,12.79,0.0,2636.089999999985,60.35,0.0,21.45
T028R15W4,2016-05-11,-1.63,13.52,0.0,2636.089999999985,50.51,0.0,23.48
T028R15W4,2016-05-12,-0.27,10.2,0.0,2636.089999999985,55.01,0.0,19.61
T028R15W4,2016-05-13,-5.41,12.17,0.0,2636.089999999985,54.61,0.0,25.55
T028R15W4,2016-05-14,-2.16,16.1,0.0,2636.089999999985,47.97,0.0,26.16
T028R15W4,2016-05-15,1.6,18.29,0.0,2636.089999999985,40.12,0.0,25.13
T028R15W4,2016-05-16,1.27,21.32,0.0,2636.089999999985,43.41,0.0,27.68
T028R15W4,2016-05-17,5.72,22.23,0.0,2636.089999999985,45.77,0.0,25.22
T028R15W4,2016-05-18,10.78,25.46,0.0,2636.089999999985,44.2,0.0,23.9
T028R15W4,2016-05-19,5.18,20.56,3.93,2640.019999999985,73.98,0.0,24.56
T028R15W4,2016-05-20,2.33,7.97,19.87,2659.889999999985,92.52,0.0,14.94
T028R15W4,2016-05-21,3.79,7.45,14.73,2674.619999999985,95.69,0.0,12.07
T028R15W4,2016-05-22,3.79,7.27,7.67,2682.289999999985,92.65,0.0,11.83
T028R15W4,2016-05-23,4.32,8.66,0.1,2682.389999999985,92.95,0.0,13.26
T028R15W4,2016-05-24,5.35,17.0,0.0,2682.389999999985,80.51,0.0,21.79
T028R15W4,2016-05-25,3.34,18.96,0.0,2682.389999999985,74.4,0.0,25.31
T028R15W4,2016-05-26,5.55,20.59,0.0,2682.389999999985,74.97,0.0,24.91
T028R15W4,2016-05-27,8.13,18.89,1.61,2683.999999999985,79.0,0.0,21.14
T028R15W4,2016-05-28,6.14,17.46,0.0,2683.999999999985,69.51,0.0,21.75
T028R15W4,2016-05-29,2.94,20.45,0.2,2684.199999999985,57.44,0.0,27.13
T028R15W4,2016-05-30,5.58,9.09,13.82,2698.019999999985,90.29,0.0,12.18
T028R15W4,2016-05-31,6.19,16.01,0.71,2698.729999999985,76.85,0.0,20.42
T028R15W4,2016-06-01,5.44,21.16,3.36,2702.089999999985,66.35,0.0,25.9
T028R15W4,2016-06-02,6.51,23.65,0.0,2702.089999999985,64.1,0.0,27.11
T028R15W4,2016-06-03,6.24,22.75,0.0,2702.089999999985,57.69,0.0,26.66
T028R15W4,2016-06-04,8.01,25.72,0.0,2702.089999999985,50.99,0.0,27.67
T028R15W4,2016-06-05,11.41,23.39,0.0,2702.089999999985,50.65,0.0,22.8
T028R15W4,2016-06-06,10.38,26.11,0.0,2702.089999999985,56.05,0.0,26.17
T028R15W4,2016-06-07,11.84,26.28,1.78,2703.8699999999853,67.3,0.0,25.13
T028R15W4,2016-06-08,11.82,26.32,0.69,2704.5599999999854,62.48,0.0,25.21
T028R15W4,2016-06-09,10.63,24.16,0.1,2704.6599999999853,65.9,0.0,24.38
T028R15W4,2016-06-10,7.87,17.77,0.0,2704.6599999999853,74.02,0.0,20.9
T028R15W4,2016-06-11,6.58,19.89,8.21,2712.8699999999853,70.38,0.0,24.25
T028R15W4,2016-06-12,1.95,21.56,0.0,2712.8699999999853,55.08,0.0,29.46
T028R15W4,2016-06-13,6.42,21.31,0.0,2712.8699999999853,52.45,0.0,25.7
T028R15W4,2016-06-14,3.91,18.22,0.1,2712.9699999999852,58.12,0.0,25.21
T028R15W4,2016-06-15,0.19,18.59,0.0,2712.9699999999852,48.17,0.0,28.6
T028R15W4,2016-06-16,4.52,16.36,2.97,2715.939999999985,61.35,0.0,22.96
T028R15W4,2016-06-17,2.12,20.1,0.0,2715.939999999985,55.24,0.0,28.3
T028R15W4,2016-06-18,3.26,20.3,0.0,2715.939999999985,54.05,0.0,27.55
T028R15W4,2016-06-19,8.2,21.63,10.68,2726.619999999985,72.17,0.0,24.47
T028R15W4,2016-06-20,6.22,24.45,0.0,2726.619999999985,54.99,0.0,28.51
T028R15W4,2016-06-21,10.41,24.24,0.0,2726.619999999985,63.54,0.0,24.82
T028R15W4,2016-06-22,6.58,23.9,0.0,2726.619999999985,64.95,0.0,27.77
T028R15W4,2016-06-23,9.15,26.59,0.49,2727.1099999999847,64.08,0.0,27.85
T028R15W4,2016-06-24,6.51,21.23,1.19,2728.2999999999847,74.24,0.0,25.58
T028R15W4,2016-06-25,10.81,19.95,0.69,2728.989999999985,80.97,0.0,20.14
T028R15W4,2016-06-26,9.94,21.74,0.3,2729.289999999985,79.26,0.0,22.86
T028R15W4,2016-06-27,8.98,26.17,0.1,2729.389999999985,62.1,0.0,27.57
T028R15W4,2016-06-28,10.5,25.74,0.0,2729.389999999985,66.85,0.0,25.92
T028R15W4,2016-06-29,10.44,26.63,0.1,2729.489999999985,64.55,0.0,26.7
T028R15W4,2016-06-30,9.98,23.98,50.83,2780.3199999999847,85.35,0.0,24.8
T028R15W4,2016-07-01,8.84,25.32,0.0,2780.3199999999847,73.19,0.0,26.86
T028R15W4,2016-07-02,12.7,23.9,6.96,2787.2799999999847,79.43,0.0,22.1
T028R15W4,2016-07-03,10.84,26.2,4.74,2792.0199999999845,76.55,0.0,25.84
T028R15W4,2016-07-04,8.73,20.83,0.6,2792.6199999999844,77.01,0.0,22.9
T028R15W4,2016-07-05,6.59,20.39,5.24,2797.859999999984,75.78,0.0,24.4
T028R15W4,2016-07-06,7.1,20.37,5.95,2803.809999999984,77.69,0.0,23.88
T028R15W4,2016-07-07,8.46,23.3,0.0,2803.809999999984,72.7,0.0,25.19
T028R15W4,2016-07-08,9.25,24.38,0.0,2803.809999999984,67.84,0.0,25.38
T028R15W4,2016-07-09,10.84,22.65,5.75,2809.559999999984,82.22,0.0,22.36
T028R15W4,2016-07-10,9.13,19.33,0.2,2809.759999999984,84.8,0.0,20.73
T028R15W4,2016-07-11,12.12,18.82,1.92,2811.679999999984,85.32,0.0,16.76
T028R15W4,2016-07-12,12.68,22.04,1.21,2812.889999999984,78.3,0.0,19.74
T028R15W4,2016-07-13,12.04,19.46,0.0,2812.889999999984,84.78,0.0,17.52
T028R15W4,2016-07-14,10.49,20.71,6.96,2819.849999999984,83.0,0.0,20.5
T028R15W4,2016-07-15,9.1,21.86,41.64,2861.489999999984,84.46,0.0,22.84
T028R15W4,2016-07-16,10.41,19.93,14.62,2876.1099999999838,86.4,0.0,19.65
T028R15W4,2016-07-17,9.71,21.01,4.13,2880.239999999984,81.81,0.0,21.33
T028R15W4,2016-07-18,8.91,24.82,0.0,2880.239999999984,74.28,0.0,25.23
T028R15W4,2016-07-19,9.83,26.11,0.0,2880.239999999984,65.97,0.0,25.42
T028R15W4,2016-07-20,11.47,24.89,0.0,2880.239999999984,60.15,0.0,22.98
T028R15W4,2016-07-21,9.74,26.14,0.0,2880.239999999984,59.85,0.0,25.31
T028R15W4,2016-07-22,12.01,24.05,0.0,2880.239999999984,72.66,0.0,21.59
T028R15W4,2016-07-23,12.22,23.85,1.51,2881.749999999984,71.06,0.0,21.13
T028R15W4,2016-07-24,10.76,25.75,0.6,2882.349999999984,67.93,0.0,23.87
T028R15W4,2016-07-25,12.58,25.67,0.5,2882.849999999984,66.61,0.0,22.21
T028R15W4,2016-07-26,13.84,24.99,0.0,2882.849999999984,77.94,0.0,20.39
T028R15W4,2016-07-27,11.57,25.87,0.0,2882.849999999984,77.5,0.0,22.98
T028R15W4,2016-07-28,11.85,25.47,1.51,2884.359999999984,82.77,0.0,22.32
T028R15W4,2016-07-29,10.03,27.49,0.0,2884.359999999984,68.06,0.0,25.14
T028R15W4,2016-07-30,13.39,23.98,6.25,2890.609999999984,79.5,0.0,19.47
T028R15W4,2016-07-31,10.53,18.74,2.52,2893.129999999984,84.88,0.0,17.06
T028R15W4,2016-08-01,7.94,22.24,0.1,2893.229999999984,72.03,0.0,22.38
T028R15W4,2016-08-02,8.51,24.68,0.0,2893.229999999984,63.36,0.0,23.66
T028R15W4,2016-08-03,10.9,16.84,56.12,2949.349999999984,90.92,0.0,14.26
T028R15W4,2016-08-04,9.06,23.16,0.0,2949.349999999984,76.12,0.0,21.83
T028R15W4,2016-08-05,11.16,23.4,0.0,2949.349999999984,73.01,0.0,20.22
T028R15W4,2016-08-06,12.62,23.03,0.8,2950.149999999984,76.39,0.0,18.53
T028R15W4,2016-08-07,12.37,21.35,0.0,2950.149999999984,84.47,0.0,17.1
T028R15W4,2016-08-08,10.61,19.84,0.1,2950.249999999984,84.65,0.0,17.22
T028R15W4,2016-08-09,7.71,24.23,0.1,2950.349999999984,79.81,0.0,22.89
T028R15W4,2016-08-10,11.35,18.43,2.41,2952.759999999984,90.9,0.0,14.87
T028R15W4,2016-08-11,11.38,22.89,0.0,2952.759999999984,76.56,0.0,18.84
T028R15W4,2016-08-12,9.47,22.69,0.0,2952.759999999984,72.55,0.0,20.05
T028R15W4,2016-08-13,8.47,25.28,0.0,2952.759999999984,67.74,0.0,22.43
T028R15W4,2016-08-14,10.54,25.94,0.0,2952.759999999984,65.7,0.0,21.31
T028R15W4,2016-08-15,12.36,26.24,0.0,2952.759999999984,64.36,0.0,20.08
T028R15W4,2016-08-16,11.73,28.52,0.0,2952.759999999984,64.71,0.0,21.92
T028R15W4,2016-08-17,11.97,20.84,1.9,2954.659999999984,72.98,0.0,15.8
T028R15W4,2016-08-18,8.14,18.32,0.1,2954.759999999984,74.28,0.0,16.8
T028R15W4,2016-08-19,5.66,20.49,0.0,2954.759999999984,69.98,0.0,20.11
T028R15W4,2016-08-20,7.41,27.24,0.0,2954.759999999984,62.6,0.0,23.06
T028R15W4,2016-08-21,9.17,27.91,0.0,2954.759999999984,61.25,0.0,22.22
T028R15W4,2016-08-22,8.3,18.06,13.13,2967.889999999984,81.24,0.0,15.9
T028R15W4,2016-08-23,8.65,13.27,4.01,2971.899999999984,92.35,0.0,10.84
T028R15W4,2016-08-24,8.23,19.19,0.0,2971.899999999984,75.06,0.0,16.55
T028R15W4,2016-08-25,8.23,17.77,5.71,2977.609999999984,89.07,0.0,15.3
T028R15W4,2016-08-26,6.21,20.11,0.0,2977.609999999984,76.81,0.0,18.3
T028R15W4,2016-08-27,8.11,23.7,0.8,2978.4099999999844,75.41,0.0,19.2
T028R15W4,2016-08-28,6.7,14.37,0.0,2978.4099999999844,78.15,0.0,13.34
T028R15W4,2016-08-29,6.25,21.09,0.0,2978.4099999999844,73.92,0.0,18.37
T028R15W4,2016-08-30,8.96,24.31,0.0,2978.4099999999844,73.3,0.0,18.5
T028R15W4,2016-08-31,13.49,24.7,0.0,2978.4099999999844,77.56,0.0,15.65
T028R15W4,2016-09-01,12.09,26.0,0.0,2978.4099999999844,70.07,0.0,17.25
T028R15W4,2016-09-02,5.24,18.61,0.1,2978.5099999999843,80.14,0.0,16.74
T028R15W4,2016-09-03,2.6,18.56,0.0,2978.5099999999843,77.28,0.0,18.1
T028R15W4,2016-09-04,3.66,10.84,0.0,2978.5099999999843,79.69,0.0,12.01
T028R15W4,2016-09-05,2.49,15.12,0.0,2978.5099999999843,80.65,0.0,15.76
T028R15W4,2016-09-06,1.01,17.8,0.31,2978.8199999999842,79.38,0.0,17.97
T028R15W4,2016-09-07,3.15,19.1,0.0,2978.8199999999842,70.24,0.0,17.31
T028R15W4,2016-09-08,5.67,11.99,2.37,2981.189999999984,84.66,0.0,10.78
T028R15W4,2016-09-09,4.67,18.17,0.0,2981.189999999984,71.97,0.0,15.57
T028R15W4,2016-09-10,5.05,22.71,0.62,2981.809999999984,65.03,0.0,17.6
T028R15W4,2016-09-11,3.99,9.56,1.96,2983.769999999984,85.76,0.0,9.76
T028R15W4,2016-09-12,0.61,10.9,0.1,2983.869999999984,75.75,0.0,13.12
T028R15W4,2016-09-13,-2.84,18.25,0.0,2983.869999999984,66.16,0.0,18.55
T028R15W4,2016-09-14,2.36,24.14,0.0,2983.869999999984,54.69,0.0,18.62
T028R15W4,2016-09-15,7.21,23.53,0.0,2983.869999999984,57.57,0.0,15.92
T028R15W4,2016-09-16,5.82,24.7,0.0,2983.869999999984,54.88,0.0,16.91
T028R15W4,2016-09-17,7.06,22.24,0.0,2983.869999999984,59.23,0.0,14.96
T028R15W4,2016-09-18,3.88,16.75,0.0,2983.869999999984,68.18,0.0,13.61
T028R15W4,2016-09-19,1.55,17.27,0.0,2983.869999999984,63.44,0.0,14.84
T028R15W4,2016-09-20,3.37,13.05,0.1,2983.969999999984,78.68,0.0,11.49
T028R15W4,2016-09-21,3.23,15.02,0.0,2983.969999999984,73.4,0.0,12.51
T028R15W4,2016-09-22,3.15,11.04,4.84,2988.809999999984,88.92,0.0,10.09
T028R15W4,2016-09-23,5.3,12.36,1.54,2990.349999999984,93.14,0.0,9.42
T028R15W4,2016-09-24,2.41,15.33,0.1,2990.449999999984,70.61,0.0,12.56
T028R15W4,2016-09-25,0.1,17.78,0.0,2990.449999999984,57.72,0.0,14.49
T028R15W4,2016-09-26,3.17,22.7,0.0,2990.449999999984,60.7,0.0,15.01
T028R15W4,2016-09-27,3.41,17.65,0.0,2990.449999999984,58.78,0.0,12.63
T028R15W4,2016-09-28,2.39,11.17,0.0,2990.449999999984,70.64,0.0,9.78
T028R15W4,2016-09-29,1.2,16.81,0.0,2990.449999999984,81.21,0.0,12.85
T028R15W4,2016-09-30,3.32,19.65,3.09,2993.539999999984,85.87,0.0,12.94
T028R15W4,2016-10-01,7.18,11.42,8.15,3001.689999999984,96.9,0.0,6.5
T028R15W4,2016-10-02,0.62,14.4,0.1,3001.789999999984,78.98,0.0,11.54
T028R15W4,2016-10-03,1.94,13.83,0.0,3001.789999999984,69.8,0.0,10.55
T028R15W4,2016-10-04,2.44,9.12,0.0,3001.789999999984,74.83,0.0,7.79
T028R15W4,2016-10-05,-1.98,3.42,0.1,3001.889999999984,78.25,0.0,6.89
T028R15W4,2016-10-06,-5.5,3.07,0.1,3001.989999999984,80.44,0.0,8.55
T028R15W4,2016-10-07,-8.43,-0.19,3.97,3005.9599999999837,93.55,4.61,8.25
T028R15W4,2016-10-08,-2.85,0.44,2.98,3008.9399999999837,98.83,8.01,5.13
T028R15W4,2016-10-09,-2.94,0.71,2.78,3011.719999999984,94.57,11.18,5.32
T028R15W4,2016-10-10,-4.98,-0.98,0.0,3011.719999999984,92.12,11.02,5.47
T028R15W4,2016-10-11,-7.43,1.99,0.2,3011.9199999999837,86.85,11.1,8.27
T028R15W4,2016-10-12,-9.07,8.78,0.0,3011.9199999999837,72.45,8.73,11.19
T028R15W4,2016-10-13,-5.67,7.49,0.0,3011.9199999999837,83.56,0.99,9.45
T028R15W4,2016-10-14,-2.81,5.65,1.49,3013.4099999999835,94.04,0.0,7.45
T028R15W4,2016-10-15,-2.96,1.0,0.0,3013.4099999999835,97.65,0.0,5.01
T028R15W4,2016-10-16,-2.98,11.51,0.3,3013.7099999999837,89.59,0.0,9.42
T028R15W4,2016-10-17,-4.09,0.43,0.2,3013.9099999999835,99.4,0.0,5.17
T028R15W4,2016-10-18,-0.8,1.17,0.0,3013.9099999999835,96.71,0.0,3.36
T028R15W4,2016-10-19,-0.96,10.63,0.0,3013.9099999999835,87.14,0.0,8.01
T028R15W4,2016-10-20,-4.96,11.41,0.0,3013.9099999999835,77.26,0.0,9.35
T028R15W4,2016-10-21,-0.04,12.54,0.0,3013.9099999999835,64.7,0.0,8.06
T028R15W4,2016-10-22,-3.19,11.45,0.0,3013.9099999999835,65.16,0.0,8.54
T028R15W4,2016-10-23,-3.77,11.02,0.0,3013.9099999999835,71.93,0.0,8.43
T028R15W4,2016-10-24,-1.84,3.57,0.1,3014.0099999999834,99.04,0.0,5.01
T028R15W4,2016-10-25,-0.31,5.12,0.2,3014.209999999983,99.28,0.0,4.93
T028R15W4,2016-10-26,-5.13,8.91,0.1,3014.309999999983,95.09,0.0,7.79
T028R15W4,2016-10-27,0.76,13.38,0.0,3014.309999999983,84.77,0.0,7.26
T028R15W4,2016-10-28,0.62,4.72,0.0,3014.309999999983,93.97,0.0,4.07
T028R15W4,2016-10-29,1.69,5.72,0.0,3014.309999999983,88.92,0.0,3.96
T028R15W4,2016-10-30,-0.85,11.33,0.1,3014.409999999983,83.08,0.0,6.76
T028R15W4,2016-10-31,-2.06,4.73,0.2,3014.609999999983,93.12,0.0,4.95
T028R15W4,2016-11-01,-0.89,4.28,0.1,3014.7099999999828,97.2,0.0,4.25
T028R15W4,2016-11-02,-1.88,14.88,0.0,3014.7099999999828,79.67,0.0,7.52
T028R15W4,2016-11-03,2.78,19.25,0.0,3014.7099999999828,52.95,0.0,7.32
T028R15W4,2016-11-04,0.71,20.29,0.0,3014.7099999999828,47.58,0.0,7.84
T028R15W4,2016-11-05,0.68,21.11,0.0,3014.7099999999828,43.79,0.0,7.87
T028R15W4,2016-11-06,-0.32,12.93,0.0,3014.7099999999828,67.09,0.0,6.23
T028R15W4,2016-11-07,-3.53,9.77,0.1,3014.8099999999827,81.78,0.0,6.13
T028R15W4,2016-11-08,3.11,21.44,0.0,3014.8099999999827,58.64,0.0,7.07
T028R15W4,2016-11-09,4.96,15.75,0.0,3014.8099999999827,52.91,0.0,5.34
T028R15W4,2016-11-10,-3.86,10.62,0.1,3014.9099999999826,67.15,0.0,6.07
T028R15W4,2016-11-11,0.48,17.09,0.0,3014.9099999999826,66.53,0.0,6.39
T028R15W4,2016-11-12,2.77,16.13,0.0,3014.9099999999826,60.76,0.0,5.64
T028R15W4,2016-11-13,0.76,14.16,0.0,3014.9099999999826,71.77,0.0,5.55
T028R15W4,2016-11-14,-3.86,11.39,0.0,3014.9099999999826,66.44,0.0,5.83
T028R15W4,2016-11-15,-5.06,2.83,0.39,3015.2999999999824,86.34,0.0,4.13
T028R15W4,2016-11-16,-2.32,1.14,0.49,3015.7899999999822,93.65,0.41,2.69
T028R15W4,2016-11-17,-5.79,-1.22,0.39,3016.179999999982,95.02,0.73,3.04
T028R15W4,2016-11-18,-6.68,-2.96,0.0,3016.179999999982,94.36,0.59,2.7
T028R15W4,2016-11-19,-6.97,-0.9,0.1,3016.279999999982,95.23,0.57,3.4
T028R15W4,2016-11-20,-9.95,-2.09,0.1,3016.379999999982,97.69,0.56,3.81
T028R15W4,2016-11-21,-6.78,-0.2,0.1,3016.479999999982,97.09,0.55,3.43
T028R15W4,2016-11-22,-6.53,-2.71,0.0,3016.479999999982,97.64,0.43,2.58
T028R15W4,2016-11-23,-8.5,0.2,0.49,3016.9699999999816,97.22,0.97,3.84
T028R15W4,2016-11-24,-6.46,5.82,0.0,3016.9699999999816,78.64,0.0,4.49
T028R15W4,2016-11-25,-4.77,8.37,0.0,3016.9699999999816,65.64,0.0,4.59
